NumLayers,ParamLayers,HiddenActivation,OutputActivation,Optimizer,Loss,TotalParams,BestEpoch,BestScore
7,"(16, 64, 64, 64, 256, 256, 256)",linear,linear,SGD,mape,158113,68,0.7074
7,"(16, 64, 64, 128, 128, 128, 256)",elu,linear,RMSprop,mape,80097,83,0.851
7,"(16, 64, 128, 128, 128, 128, 128)",linear,elu,adam,mae,75809,79,0.7935
7,"(16, 64, 128, 128, 128, 256, 256)",linear,elu,SGD,mse,141729,1,
7,"(16, 64, 128, 128, 256, 256, 256)",relu,elu,adam,mse,191009,96,0.931
7,"(16, 64, 256, 256, 256, 256, 256)",relu,relu,adam,mse,281377,92,0.9251
7,"(16, 128, 128, 128, 128, 128, 128)",linear,elu,SGD,mape,85089,2,-4.2295
7,"(16, 128, 128, 128, 128, 256, 256)",relu,linear,SGD,mse,151009,12,0.0384
7,"(16, 128, 128, 128, 256, 256, 256)",relu,elu,RMSprop,mae,200289,94,0.9059
7,"(32, 32, 32, 32, 32, 32, 256)",relu,elu,RMSprop,mape,14433,98,0.8417
7,"(32, 32, 32, 32, 32, 128, 256)",elu,relu,RMSprop,mae,42177,80,0.8593
7,"(32, 32, 32, 32, 64, 128, 256)",relu,relu,SGD,mape,47329,96,0.8435
7,"(32, 32, 32, 32, 64, 128, 256)",elu,relu,SGD,mape,47329,87,0.855
7,"(32, 32, 32, 32, 64, 256, 256)",linear,linear,adam,mae,88417,25,0.7901
7,"(32, 32, 32, 64, 64, 128, 128)",elu,relu,SGD,mape,33793,88,0.8482
7,"(32, 32, 32, 64, 64, 256, 256)",relu,linear,adam,mape,91521,80,0.8694
7,"(32, 32, 32, 64, 128, 128, 128)",linear,elu,SGD,mape,46145,4,
7,"(32, 32, 32, 64, 128, 256, 256)",linear,linear,adam,mape,112065,34,0.7416
7,"(32, 32, 32, 256, 256, 256, 256)",elu,elu,SGD,mae,208641,99,0.8675
7,"(32, 32, 64, 64, 64, 64, 64)",elu,elu,SGD,mape,20321,83,0.8625
7,"(32, 32, 64, 64, 64, 64, 256)",relu,elu,SGD,mae,32993,96,0.8751
7,"(32, 32, 64, 64, 64, 128, 128)",linear,elu,SGD,mse,36897,1,
7,"(32, 32, 64, 64, 128, 128, 128)",elu,elu,RMSprop,mape,49249,80,0.8744
7,"(32, 32, 128, 128, 128, 256, 256)",linear,elu,adam,mae,137825,11,0.7978
7,"(32, 32, 256, 256, 256, 256, 256)",relu,elu,RMSprop,mse,273377,96,0.9309
7,"(32, 64, 64, 64, 64, 128, 256)",elu,linear,adam,mse,56641,98,0.9052
7,"(32, 64, 64, 64, 64, 256, 256)",elu,linear,RMSprop,mse,97729,93,0.9056
7,"(32, 64, 64, 64, 128, 128, 256)",elu,linear,RMSprop,mae,68993,46,0.8694
7,"(32, 64, 64, 64, 128, 256, 256)",relu,linear,RMSprop,mae,118273,97,0.8801
7,"(32, 64, 64, 256, 256, 256, 256)",relu,linear,SGD,mae,220993,100,0.8672
7,"(32, 256, 256, 256, 256, 256, 256)",linear,linear,RMSprop,mse,338113,58,0.7948
7,"(64, 64, 64, 64, 64, 128, 128)",linear,relu,SGD,mae,42497,78,0.7743
7,"(64, 64, 64, 64, 64, 256, 256)",relu,elu,RMSprop,mae,100225,97,0.9272
7,"(64, 64, 64, 64, 256, 256, 256)",linear,relu,SGD,mae,161857,93,0.766
7,"(64, 64, 64, 128, 128, 256, 256)",elu,linear,SGD,mse,133121,1,
7,"(64, 64, 64, 128, 256, 256, 256)",relu,relu,RMSprop,mae,182401,80,0.9248
7,"(64, 64, 64, 128, 256, 256, 256)",relu,elu,SGD,mse,182401,1,-0.2268
7,"(64, 64, 128, 128, 128, 256, 256)",relu,linear,adam,mape,145473,99,0.8966
7,"(64, 128, 128, 128, 256, 256, 256)",linear,elu,adam,mae,207105,79,0.7994
7,"(64, 128, 128, 128, 256, 256, 256)",relu,linear,adam,mape,207105,96,0.9247
7,"(128, 128, 128, 128, 256, 256, 256)",linear,elu,RMSprop,mape,216193,73,0.7409
7,"(128, 128, 128, 128, 256, 256, 256)",elu,elu,RMSprop,mae,216193,80,0.8795
7,"(128, 128, 128, 256, 256, 256, 256)",elu,elu,adam,mae,265473,98,0.8724
8,"(16, 16, 16, 16, 16, 16, 32, 128)",relu,linear,RMSprop,mae,6481,100,0.8566
8,"(16, 16, 16, 16, 16, 32, 32, 256)",linear,linear,SGD,mape,11617,1,
8,"(16, 16, 16, 16, 16, 32, 64, 256)",elu,linear,SGD,mape,20865,72,0.8573
8,"(16, 16, 16, 16, 16, 32, 64, 256)",elu,elu,adam,mape,20865,96,0.8463
8,"(16, 16, 16, 16, 16, 32, 128, 256)",relu,elu,RMSprop,mse,39361,95,0.9028
8,"(16, 16, 16, 16, 16, 64, 128, 128)",elu,relu,adam,mape,27361,93,0.8467
8,"(16, 16, 16, 16, 32, 32, 32, 128)",relu,elu,adam,mae,8049,100,0.8663
8,"(16, 16, 16, 16, 32, 32, 64, 64)",elu,elu,RMSprop,mape,8977,100,0.8277
8,"(16, 16, 16, 16, 32, 32, 256, 256)",linear,relu,adam,mape,77137,72,0.733
8,"(16, 16, 16, 16, 32, 64, 64, 128)",elu,linear,adam,mape,16305,95,0.8502
8,"(16, 16, 16, 16, 32, 64, 64, 256)",relu,relu,RMSprop,mape,24753,100,0.8371
8,"(16, 16, 16, 16, 32, 128, 128, 128)",elu,elu,SGD,mse,38961,1,-6.2516
8,"(16, 16, 16, 16, 32, 128, 128, 256)",elu,elu,adam,mape,55601,94,0.8568
8,"(16, 16, 16, 32, 32, 32, 32, 128)",linear,linear,adam,mae,8833,70,0.7857
8,"(16, 16, 16, 32, 32, 32, 64, 128)",relu,elu,adam,mape,13985,83,0.8684
8,"(16, 16, 16, 32, 32, 64, 64, 64)",relu,elu,RMSprop,mape,12865,100,0.8372
8,"(16, 16, 16, 32, 32, 64, 64, 256)",relu,relu,adam,mape,25537,100,0.8522
8,"(16, 16, 16, 32, 32, 128, 128, 128)",relu,elu,SGD,mae,39745,97,0.8438
8,"(16, 16, 16, 32, 64, 256, 256, 256)",relu,relu,SGD,mae,151905,89,0.8415
8,"(16, 16, 16, 32, 128, 128, 128, 128)",linear,linear,SGD,mse,55201,1,
8,"(16, 16, 16, 32, 128, 128, 256, 256)",elu,elu,SGD,mape,121121,95,0.8529
8,"(16, 16, 16, 64, 64, 64, 64, 64)",linear,elu,adam,mae,18561,32,0.7902
8,"(16, 16, 16, 64, 64, 64, 64, 64)",relu,linear,adam,mse,18561,97,0.9143
8,"(16, 16, 16, 64, 64, 64, 64, 64)",elu,linear,SGD,mae,18561,79,0.8652
8,"(16, 16, 16, 64, 64, 64, 64, 64)",elu,relu,RMSprop,mape,18561,81,0.8426
8,"(16, 16, 16, 64, 64, 64, 64, 128)",linear,relu,adam,mape,22785,1,-5.7439
8,"(16, 16, 16, 64, 64, 64, 64, 256)",relu,relu,RMSprop,mape,31233,100,0.8455
8,"(16, 16, 32, 32, 32, 64, 128, 256)",linear,relu,adam,mape,46865,70,0.7397
8,"(16, 16, 32, 32, 32, 128, 256, 256)",elu,elu,adam,mae,106449,96,0.8632
8,"(16, 16, 32, 32, 128, 128, 128, 256)",relu,linear,SGD,mape,72625,75,0.8463
8,"(16, 16, 32, 64, 64, 64, 64, 256)",elu,elu,adam,mse,32529,100,0.888
8,"(16, 16, 32, 64, 64, 64, 128, 128)",linear,relu,adam,mape,36433,32,0.7408
8,"(16, 16, 32, 64, 64, 128, 128, 128)",linear,linear,SGD,mape,48785,1,
8,"(16, 16, 32, 64, 128, 128, 256, 256)",relu,linear,adam,mse,127057,60,0.9031
8,"(16, 16, 32, 64, 256, 256, 256, 256)",linear,elu,RMSprop,mape,217425,73,0.7387
8,"(16, 16, 32, 256, 256, 256, 256, 256)",relu,linear,RMSprop,mape,272913,100,0.8414
8,"(16, 16, 64, 64, 64, 128, 128, 256)",linear,linear,SGD,mae,68017,74,0.7599
8,"(16, 16, 64, 64, 128, 128, 128, 128)",linear,relu,RMSprop,mse,63729,81,0.7939
8,"(16, 16, 64, 64, 128, 128, 256, 256)",linear,elu,adam,mae,129649,79,0.7847
8,"(16, 16, 64, 64, 128, 256, 256, 256)",relu,elu,adam,mse,178929,55,0.9341
8,"(16, 16, 64, 64, 256, 256, 256, 256)",elu,linear,SGD,mape,220017,95,0.8491
8,"(16, 16, 64, 128, 128, 128, 128, 128)",elu,elu,RMSprop,mse,76081,96,0.9086
8,"(16, 16, 64, 128, 128, 256, 256, 256)",relu,linear,adam,mse,191281,92,0.9252
8,"(16, 16, 128, 128, 256, 256, 256, 256)",relu,elu,adam,mae,249841,89,0.9016
8,"(16, 32, 32, 32, 32, 32, 32, 64)",relu,relu,adam,mse,8225,90,0.9096
8,"(16, 32, 32, 32, 32, 32, 64, 256)",relu,linear,SGD,mse,24001,1,
8,"(16, 32, 32, 32, 32, 32, 256, 256)",linear,relu,adam,mape,79489,38,0.7278
8,"(16, 32, 32, 32, 32, 64, 64, 64)",linear,relu,adam,mae,14433,79,0.7866
8,"(16, 32, 32, 32, 32, 128, 128, 256)",linear,elu,adam,mse,57953,38,0.7901
8,"(16, 32, 32, 32, 32, 128, 256, 256)",linear,linear,SGD,mape,107233,1,
8,"(16, 32, 32, 32, 64, 64, 64, 64)",elu,linear,SGD,mse,17537,1,
8,"(16, 32, 32, 32, 64, 64, 64, 128)",linear,elu,RMSprop,mape,21761,69,0.7328
8,"(16, 32, 32, 32, 64, 64, 64, 128)",relu,relu,RMSprop,mse,21761,96,0.9168
8,"(16, 32, 32, 32, 64, 128, 128, 128)",relu,elu,SGD,mse,46465,1,-6.2516
8,"(16, 32, 32, 32, 64, 128, 128, 128)",relu,elu,RMSprop,mape,46465,92,0.8446
8,"(16, 32, 32, 32, 64, 128, 128, 256)",elu,linear,RMSprop,mape,63105,88,0.7927
8,"(16, 32, 32, 64, 64, 64, 128, 128)",relu,relu,adam,mse,37217,94,0.914
8,"(16, 32, 32, 64, 64, 64, 128, 256)",elu,linear,SGD,mse,53857,1,
8,"(16, 32, 32, 64, 256, 256, 256, 256)",linear,linear,adam,mae,218209,38,0.7869
8,"(16, 32, 32, 64, 256, 256, 256, 256)",linear,relu,SGD,mse,218209,1,-5.7439
8,"(16, 32, 64, 64, 64, 64, 64, 256)",linear,elu,RMSprop,mae,36417,73,0.7841
8,"(16, 32, 64, 64, 64, 64, 64, 256)",relu,linear,SGD,mse,36417,1,
8,"(16, 32, 64, 64, 64, 64, 256, 256)",relu,relu,adam,mae,98049,92,0.9112
8,"(16, 32, 64, 64, 64, 128, 256, 256)",linear,relu,adam,mse,118593,1,-5.7439
8,"(16, 32, 64, 64, 128, 256, 256, 256)",elu,linear,RMSprop,mape,180225,83,0.8593
8,"(16, 32, 128, 128, 128, 128, 128, 128)",relu,elu,adam,mse,87681,83,0.9047
8,"(16, 64, 64, 64, 128, 128, 128, 128)",relu,linear,adam,mae,67617,94,0.9203
8,"(16, 64, 128, 128, 128, 256, 256, 256)",relu,relu,SGD,mse,207521,1,-5.7439
8,"(16, 128, 128, 256, 256, 256, 256, 256)",elu,linear,RMSprop,mae,315361,99,0.8655
8,"(32, 32, 32, 32, 32, 32, 32, 64)",linear,relu,RMSprop,mse,8961,47,0.7969
8,"(32, 32, 32, 32, 32, 64, 64, 64)",relu,linear,SGD,mape,15169,88,0.8497
8,"(32, 32, 32, 32, 32, 64, 64, 64)",elu,elu,adam,mae,15169,84,0.8597
8,"(32, 32, 32, 32, 64, 64, 64, 256)",linear,elu,SGD,mape,30945,1,-5.2966
8,"(32, 32, 32, 32, 128, 256, 256, 256)",linear,relu,SGD,mse,172705,1,-5.7439
8,"(32, 32, 32, 64, 64, 128, 128, 128)",linear,elu,SGD,mae,50305,81,0.7647
8,"(32, 32, 32, 64, 64, 256, 256, 256)",relu,elu,SGD,mse,157313,1,-6.2516
8,"(32, 32, 32, 64, 128, 128, 128, 128)",elu,elu,adam,mae,62657,44,0.8677
8,"(32, 32, 32, 256, 256, 256, 256, 256)",relu,linear,SGD,mape,274433,94,0.8452
8,"(32, 32, 64, 64, 64, 64, 128, 256)",relu,linear,RMSprop,mae,57697,97,0.9021
8,"(32, 32, 64, 64, 128, 128, 128, 128)",elu,linear,adam,mse,65761,77,0.9084
8,"(32, 32, 64, 128, 128, 256, 256, 256)",relu,linear,SGD,mae,193313,95,0.867
8,"(32, 32, 64, 128, 128, 256, 256, 256)",relu,linear,RMSprop,mae,193313,100,0.8935
8,"(32, 64, 64, 64, 64, 128, 256, 256)",relu,linear,SGD,mae,122433,88,0.8572
8,"(32, 64, 64, 64, 128, 128, 128, 256)",relu,relu,RMSprop,mape,85505,97,0.8548
8,"(32, 64, 64, 64, 128, 128, 128, 256)",elu,linear,RMSprop,mse,85505,94,0.8983
8,"(32, 64, 64, 64, 128, 128, 256, 256)",elu,elu,adam,mse,134785,77,0.9091
8,"(32, 64, 64, 128, 128, 128, 256, 256)",relu,elu,adam,mape,147137,77,0.8741
8,"(32, 64, 64, 128, 128, 128, 256, 256)",elu,linear,adam,mse,147137,80,0.9052
8,"(32, 64, 128, 128, 128, 128, 128, 128)",relu,elu,SGD,mse,93569,13,-0.0152
8,"(32, 64, 256, 256, 256, 256, 256, 256)",linear,linear,SGD,mse,348417,1,
8,"(32, 128, 128, 256, 256, 256, 256, 256)",linear,linear,SGD,mse,317633,1,
8,"(64, 64, 64, 64, 64, 256, 256, 256)",relu,elu,adam,mape,166017,98,0.9123
8,"(64, 64, 64, 128, 128, 256, 256, 256)",relu,linear,SGD,mae,198913,89,0.8638
8,"(64, 64, 128, 128, 128, 128, 128, 128)",elu,relu,SGD,mape,96065,73,0.8484
8,"(64, 64, 128, 128, 128, 128, 256, 256)",relu,relu,SGD,mape,161985,100,0.8445
8,"(64, 64, 128, 128, 128, 256, 256, 256)",relu,relu,RMSprop,mae,211265,92,0.9237
8,"(64, 64, 128, 128, 256, 256, 256, 256)",linear,linear,adam,mae,260545,13,0.7949
8,"(64, 128, 128, 128, 128, 128, 128, 256)",linear,relu,adam,mape,125057,24,0.7529
8,"(128, 128, 128, 128, 128, 256, 256, 256)",relu,relu,adam,mape,232705,84,0.8836
8,"(128, 128, 128, 128, 128, 256, 256, 256)",elu,relu,adam,mae,232705,95,0.8799
9,"(16, 16, 16, 16, 16, 16, 16, 16, 64)",linear,relu,RMSprop,mae,3281,1,-5.7439
9,"(16, 16, 16, 16, 16, 16, 16, 256, 256)",linear,relu,SGD,mae,72257,81,0.7663
9,"(16, 16, 16, 16, 16, 16, 32, 128, 256)",relu,linear,SGD,mse,39633,100,-510.782
9,"(16, 16, 16, 16, 16, 16, 128, 128, 256)",elu,relu,SGD,mae,53553,89,0.8562
9,"(16, 16, 16, 16, 16, 32, 32, 32, 32)",linear,elu,RMSprop,mape,5057,49,0.7352
9,"(16, 16, 16, 16, 16, 32, 128, 256, 256)",linear,relu,adam,mse,105153,45,0.7895
9,"(16, 16, 16, 16, 16, 64, 256, 256, 256)",relu,linear,RMSprop,mae,150881,87,0.8642
9,"(16, 16, 16, 16, 16, 128, 128, 256, 256)",linear,elu,adam,mape,119073,34,0.7337
9,"(16, 16, 16, 16, 16, 128, 128, 256, 256)",relu,linear,adam,mape,119073,99,0.8514
9,"(16, 16, 16, 16, 32, 32, 32, 32, 64)",linear,relu,SGD,mse,6929,1,-5.7439
9,"(16, 16, 16, 16, 32, 32, 64, 64, 256)",relu,elu,RMSprop,mae,25809,88,0.8693
9,"(16, 16, 16, 16, 32, 64, 64, 128, 256)",elu,relu,SGD,mae,49457,97,0.8565
9,"(16, 16, 16, 16, 64, 64, 64, 128, 128)",relu,linear,SGD,mse,35409,86,-0.0203
9,"(16, 16, 16, 16, 64, 64, 128, 128, 128)",relu,relu,SGD,mse,47761,3,-0.0152
9,"(16, 16, 16, 16, 64, 64, 128, 128, 128)",relu,relu,adam,mape,47761,99,0.8516
9,"(16, 16, 16, 16, 64, 128, 128, 128, 256)",relu,linear,adam,mae,76753,88,0.8919
9,"(16, 16, 16, 32, 64, 64, 64, 128, 128)",elu,linear,adam,mse,36705,100,0.8819
9,"(16, 16, 16, 128, 128, 128, 128, 256, 256)",linear,linear,RMSprop,mse,151553,58,0.7789
9,"(16, 16, 32, 32, 32, 32, 128, 256, 256)",relu,linear,adam,mse,107505,49,0.9208
9,"(16, 16, 32, 32, 32, 64, 64, 64, 64)",linear,relu,SGD,mae,17809,82,0.7672
9,"(16, 16, 32, 32, 32, 64, 128, 256, 256)",relu,relu,SGD,mse,112657,1,-5.7439
9,"(16, 16, 32, 32, 32, 64, 256, 256, 256)",relu,linear,adam,mae,153745,99,0.9077
9,"(16, 16, 32, 32, 32, 256, 256, 256, 256)",relu,relu,SGD,mape,209233,85,0.8271
9,"(16, 16, 32, 32, 64, 64, 64, 64, 64)",elu,elu,RMSprop,mse,20913,96,0.9006
9,"(16, 16, 32, 32, 64, 64, 128, 128, 128)",linear,linear,RMSprop,mse,49841,91,0.7895
9,"(16, 16, 32, 32, 64, 256, 256, 256, 256)",elu,relu,adam,mse,218481,99,0.9077
9,"(16, 16, 32, 32, 256, 256, 256, 256, 256)",elu,relu,RMSprop,mae,273969,92,0.8622
9,"(16, 16, 32, 64, 64, 64, 64, 64, 64)",linear,elu,SGD,mae,24017,93,0.7729
9,"(16, 16, 32, 64, 64, 64, 64, 256, 256)",linear,relu,RMSprop,mse,98321,58,0.7896
9,"(16, 16, 32, 64, 64, 64, 256, 256, 256)",linear,linear,SGD,mse,159953,1,
9,"(16, 16, 32, 64, 64, 128, 128, 128, 256)",elu,linear,RMSprop,mae,81937,73,0.8569
9,"(16, 16, 32, 128, 128, 128, 128, 256, 256)",relu,linear,RMSprop,mae,153873,97,0.8765
9,"(16, 16, 32, 128, 128, 256, 256, 256, 256)",linear,linear,SGD,mae,252433,88,0.7704
9,"(16, 16, 32, 256, 256, 256, 256, 256, 256)",linear,linear,SGD,mape,338705,1,
9,"(16, 16, 64, 64, 64, 64, 64, 64, 256)",linear,elu,adam,mae,39281,27,0.7905
9,"(16, 16, 64, 64, 64, 64, 128, 128, 128)",relu,relu,adam,mape,55537,94,0.8939
9,"(16, 16, 64, 64, 64, 64, 128, 128, 256)",elu,relu,RMSprop,mae,72177,92,0.8601
9,"(16, 16, 64, 64, 128, 128, 128, 256, 256)",elu,relu,adam,mape,146161,76,0.8591
9,"(16, 16, 64, 128, 128, 128, 128, 128, 128)",elu,elu,RMSprop,mse,92593,96,0.904
9,"(16, 16, 64, 128, 128, 128, 256, 256, 256)",elu,linear,SGD,mae,207793,97,0.8715
9,"(16, 32, 32, 32, 32, 32, 32, 256, 256)",relu,linear,RMSprop,mae,80545,80,0.866
9,"(16, 32, 32, 32, 32, 32, 64, 64, 256)",elu,relu,adam,mae,28161,79,0.8658
9,"(16, 32, 32, 32, 32, 32, 128, 256, 256)",relu,linear,SGD,mse,108289,1,
9,"(16, 32, 32, 32, 32, 32, 256, 256, 256)",linear,relu,adam,mape,145281,34,0.7235
9,"(16, 32, 32, 32, 32, 64, 64, 256, 256)",relu,linear,SGD,mape,92897,94,0.6371
9,"(16, 32, 32, 32, 32, 64, 128, 128, 256)",linear,relu,SGD,mae,64161,82,0.764
9,"(16, 32, 32, 32, 64, 64, 64, 128, 128)",linear,linear,SGD,mae,38273,93,0.7683
9,"(16, 32, 32, 32, 64, 64, 128, 128, 256)",linear,elu,RMSprop,mae,67265,73,0.7729
9,"(16, 32, 32, 32, 64, 128, 128, 128, 128)",relu,relu,adam,mape,62977,89,0.858
9,"(16, 32, 32, 32, 128, 128, 128, 128, 256)",elu,elu,adam,mse,89921,93,0.8988
9,"(16, 32, 32, 64, 64, 64, 128, 128, 256)",relu,linear,RMSprop,mae,70369,97,0.8816
9,"(16, 32, 32, 128, 128, 128, 128, 128, 128)",relu,relu,RMSprop,mae,88737,97,0.8952
9,"(16, 32, 32, 128, 128, 128, 128, 256, 256)",relu,linear,SGD,mae,154657,100,0.8513
9,"(16, 32, 64, 64, 64, 64, 64, 64, 64)",linear,linear,adam,mape,27905,34,0.7242
9,"(16, 32, 64, 64, 64, 128, 128, 128, 128)",relu,linear,SGD,mape,69185,98,0.8245
9,"(16, 32, 64, 64, 128, 128, 128, 256, 256)",relu,relu,adam,mse,147457,100,0.9233
9,"(16, 32, 64, 128, 128, 128, 128, 256, 256)",relu,elu,RMSprop,mse,159809,96,0.8996
9,"(16, 32, 64, 128, 128, 128, 256, 256, 256)",relu,linear,RMSprop,mape,209089,100,0.8898
9,"(16, 32, 128, 128, 128, 128, 128, 128, 256)",linear,elu,SGD,mse,120833,1,
9,"(16, 32, 128, 128, 128, 128, 128, 128, 256)",elu,elu,RMSprop,mae,120833,80,0.8597
9,"(16, 32, 128, 256, 256, 256, 256, 256, 256)",relu,linear,RMSprop,mape,367233,93,0.8843
9,"(16, 64, 64, 64, 64, 64, 64, 128, 128)",relu,elu,adam,mae,47073,99,0.9194
9,"(16, 64, 64, 64, 64, 64, 128, 128, 256)",elu,relu,SGD,mae,76065,78,0.8591
9,"(16, 64, 64, 64, 128, 128, 128, 128, 128)",relu,relu,RMSprop,mape,84129,100,0.8281
9,"(16, 64, 64, 64, 256, 256, 256, 256, 256)",linear,linear,adam,mse,289697,30,0.7907
9,"(16, 64, 64, 64, 256, 256, 256, 256, 256)",relu,elu,adam,mae,289697,99,0.9272
9,"(16, 64, 64, 128, 128, 256, 256, 256, 256)",linear,relu,RMSprop,mse,260961,89,0.7834
9,"(16, 64, 128, 128, 128, 128, 128, 128, 128)",relu,elu,RMSprop,mse,108833,97,0.9177
9,"(16, 128, 128, 128, 128, 128, 256, 256, 256)",relu,elu,RMSprop,mse,233313,75,0.913
9,"(16, 256, 256, 256, 256, 256, 256, 256, 256)",elu,linear,SGD,mae,465377,88,0.8718
9,"(32, 32, 32, 32, 32, 64, 64, 64, 64)",linear,linear,RMSprop,mape,19329,49,0.733
9,"(32, 32, 32, 32, 32, 64, 64, 64, 64)",relu,relu,RMSprop,mae,19329,99,0.8869
9,"(32, 32, 32, 32, 32, 64, 128, 128, 256)",relu,relu,SGD,mae,64897,100,0.858
9,"(32, 32, 32, 32, 32, 128, 128, 128, 256)",linear,relu,SGD,mae,75201,78,0.7703
9,"(32, 32, 32, 32, 32, 128, 256, 256, 256)",elu,elu,SGD,mae,173761,98,0.8586
9,"(32, 32, 32, 32, 32, 256, 256, 256, 256)",elu,relu,adam,mse,210753,96,0.9121
9,"(32, 32, 32, 32, 64, 128, 256, 256, 256)",relu,elu,RMSprop,mape,178913,100,0.8566
9,"(32, 32, 32, 32, 128, 128, 128, 128, 128)",linear,relu,adam,mae,74017,79,0.7967
9,"(32, 32, 32, 32, 128, 256, 256, 256, 256)",elu,relu,SGD,mape,238497,75,0.847
9,"(32, 32, 32, 64, 64, 64, 128, 256, 256)",relu,elu,RMSprop,mape,120385,88,0.8685
9,"(32, 32, 32, 64, 128, 128, 128, 128, 256)",elu,linear,adam,mse,95809,99,0.903
9,"(32, 32, 64, 64, 64, 64, 64, 64, 256)",linear,linear,SGD,mape,41313,1,
9,"(32, 32, 64, 64, 64, 64, 128, 128, 128)",elu,relu,adam,mae,57569,94,0.8771
9,"(32, 32, 64, 64, 64, 64, 128, 128, 256)",linear,linear,RMSprop,mape,74209,49,0.7309
9,"(32, 32, 128, 128, 256, 256, 256, 256, 256)",linear,elu,adam,mape,318689,20,0.7552
9,"(32, 32, 128, 256, 256, 256, 256, 256, 256)",linear,linear,SGD,mae,367969,93,0.7707
9,"(32, 64, 64, 64, 64, 64, 64, 64, 128)",relu,relu,adam,mse,35969,94,0.9243
9,"(32, 64, 64, 64, 64, 128, 256, 256, 256)",relu,elu,RMSprop,mae,188225,97,0.8878
9,"(32, 64, 64, 64, 64, 128, 256, 256, 256)",relu,elu,adam,mse,188225,91,0.9257
9,"(32, 64, 64, 64, 128, 128, 256, 256, 256)",linear,elu,RMSprop,mse,200577,58,0.7923
9,"(32, 64, 64, 256, 256, 256, 256, 256, 256)",elu,elu,RMSprop,mape,352577,83,0.8729
9,"(32, 64, 128, 128, 128, 128, 128, 128, 256)",elu,relu,RMSprop,mae,126721,73,0.8793
9,"(32, 128, 128, 128, 128, 128, 256, 256, 256)",linear,linear,RMSprop,mse,235585,89,0.7802
9,"(64, 64, 64, 64, 64, 64, 64, 64, 128)",linear,relu,RMSprop,mse,38465,57,0.8013
9,"(64, 64, 64, 64, 64, 64, 64, 64, 256)",linear,linear,SGD,mape,46913,1,
9,"(64, 64, 64, 64, 64, 64, 64, 256, 256)",relu,elu,SGD,mse,108545,1,-6.2516
9,"(64, 64, 64, 64, 64, 64, 256, 256, 256)",elu,elu,SGD,mae,170177,97,0.8631
9,"(64, 128, 128, 128, 256, 256, 256, 256, 256)",elu,linear,adam,mape,338689,99,0.8668
9,"(128, 128, 128, 128, 128, 128, 128, 256, 256)",relu,elu,RMSprop,mape,199937,100,0.8834
9,"(128, 128, 128, 128, 128, 256, 256, 256, 256)",linear,elu,SGD,mae,298497,93,0.7687
